사례ID,실행 연월,기관,자금명,실행 금액(만원),금리,상환 조건,지역(시도),업종,사업 형태,업력(년),신용점수 구간,연매출 구간,폐업 이력,체납 이력,기존 정책자금,동시 진행 자금,소요일,한 줄 메모,증빙 파일,사이트 공개
2024-08,2024-09,중소벤처기업진흥공단,제조 스마트화 설비자금,9000,연 2.86%,거치식 원금균등분할,경기,전자기기 제조,개인,8.4,900점대,10억~30억,없음,없음,없음,기보,38,,,
2024-09,2024-09,기술보증기금,기보 보증부 대출,14000,연 3.18%,보증서대출 이자만 납부 방식,서울,2차전지 부품제조,법인,7.2,800점대,50억원 이상,없음,없음,없음,,50,,,
2024-10,2024-09,기술보증기금,청년창업 스마트보증,21000,연 2.95%,보증서대출 이자만 납부 방식,부산,정밀기계 제조업,법인,8,700점대,30억~50억,없음,없음,있음,중진공,54,,,
2024-01,2024-08,기술보증기금,기보 보증부 대출,26000,연 3.13%,보증서대출 이자만 납부 방식,부산,AI 솔루션,법인,2.8,800점대,50억원 이상,없음,없음,없음,,48,,,
2024-02,2024-08,중소벤처기업진흥공단,혁신창업사업화자금,9000,연 3.0%,"거치식 원금균등분할, 납입주기 1개월",서울,금속 가공업,법인,7.1,900점대,3억~5억,없음,없음,있음,,40,,,
E22,2024-08,소상공인시장진흥공단,재도전특별자금(창업),1000,연 4.24%,거치식 원금균등분할(48개월),인천,온라인 이커머스,개인,1.2,800점대,5천만원 미만,없음,없음,없음,,19,,,
2024-04,2024-08,신용보증기금,유망창업기업 Start-up 보증,14500,연 3.57%,보증서대출 이자만 납부 방식,인천,로봇 자동화 설비,개인,11.1,900점대,50억원 이상,없음,없음,없음,기보,32,,,
2024-05,2024-08,중소벤처기업진흥공단,혁신창업사업화자금,10500,연 3.29%,"거치 24개월, 분할상환",경남,건축자재 도소매,법인,4.1,800점대,5억~10억,없음,없음,없음,,53,,,
2024-06,2024-08,기술보증기금,기보 보증부 대출,22000,연 2.92%,보증서대출 이자만 납부 방식,경기,AI 솔루션,법인,7.2,800점대,30억~50억,없음,없음,있음,,53,,,
2024-07,2024-08,신용보증기금,유망창업기업 Start-up 보증,8000,연 3.4%,보증서대출 이자만 납부 방식,경남,전자기기 제조,법인,5.6,800점대,5억~10억,없음,없음,있음,지자체 이차보전,42,,,
2024-08,2024-08,신용보증기금,스케일업 보증부 대출,23500,연 3.68%,보증서대출 이자만 납부 방식,대전,가공식품 유통,법인,13.9,800점대,50억원 이상,없음,없음,있음,기보,30,,,
2024-09,2024-08,중소벤처기업진흥공단,신성장기반자금,12000,연 2.69%,"거치 24개월, 분할상환",서울,건축자재 도소매,개인,1.5,700점대,5억~10억,없음,없음,있음,신보,57,,,
2024-10,2024-08,신용보증기금,스케일업 보증부 대출,21000,연 3.46%,보증서대출 이자만 납부 방식,전남,화장품 제조·수출,법인,5.1,800점대,50억원 이상,없음,없음,없음,지자체 이차보전,39,,,
2024-01,2024-07,소상공인시장진흥공단,신용취약소상공인자금(소상공인 정책자금 직접대출),1000,연 4.18%,"거치식 원금균등분할, 납입주기 1개월",서울,교육 서비스업,개인,4.3,600점대,5천만원 미만,재창업,없음,있음,,40,,,
2024-02,2024-07,소상공인시장진흥공단,신용취약소상공인자금(소상공인 정책자금 직접대출),1500,연 4.63%,"거치식 원금균등분할, 납입주기 1개월",서울,전문 음식점업,개인,1.3,800점대,1억 미만,없음,없음,없음,,36,,,
2024-03,2024-07,신용보증기금,유망창업기업 Start-up 보증,21000,연 3.84%,보증서대출 이자만 납부 방식,경남,정밀기계 제조업,법인,2.1,900점대,30억~50억,없음,없음,없음,,43,,,
2024-04,2024-07,소상공인시장진흥공단,혁신성장촉진자금(운전),2500,연 4.65%,"거치식 원금균등분할, 납입주기 1개월",경북,뷰티 서비스업,개인,1.1,800점대,5천만원 미만,재창업,없음,없음,,22,,,
2024-05,2024-07,경기신용보증재단,경기 소상공인 특례보증 대출,4000,연 3.08%,"분할상환, 거치 24개월",경기,전문 음식점업,개인,6,700점대,1억 미만,없음,없음,있음,재단,21,,,
2024-06,2024-07,경북신용보증재단,지자체 소상공인 이차보전 특례보증 상품,3500,연 2.65%,"분할상환, 거치 12개월",경북,교육 서비스업,개인,7.5,700점대,1억 미만,없음,없음,있음,소진공,21,,,
2024-07,2024-07,소상공인시장진흥공단,소공인특화자금,3000,연 3.96%,"거치식 원금균등분할, 납입주기 1개월",경기,뷰티 서비스업,개인,2.4,600점대,1억~3억원,재창업,없음,있음,,26,,,
2024-08,2024-07,소상공인시장진흥공단,소공인특화자금,2500,연 4.22%,"분할상환, 거치 24개월",서울,교육 서비스업,개인,0.9,600점대,1억 미만,없음,없음,없음,재단,34,,,
2024-09,2024-07,기술보증기금,기보 우수R&D 기술보증 대출,24500,연 3.07%,보증서대출 이자만 납부 방식,인천,반도체 장비 제조,법인,2.8,800점대,30억~50억,없음,없음,있음,중진공,48,,,
2024-10,2024-07,중소벤처기업진흥공단,혁신창업사업화자금,18500,연 3.13%,거치식 원금균등분할,부산,전자기기 제조,법인,5.3,700점대,3억~5억,없음,없음,있음,신보,65,,,
2024-01,2024-06,신용보증기금,수출중소기업 특례보증,8000,연 3.71%,보증서대출 이자만 납부 방식,경기,친환경 패키징 제조,법인,4.9,800점대,30억~50억,없음,없음,있음,,44,,,
2024-02,2024-06,기술보증기금,기보 우수R&D 기술보증 대출,19500,연 3.56%,보증서대출 이자만 납부 방식,광주,로봇 자동화 설비,법인,9.8,800점대,30억~50억,없음,없음,있음,신보,45,,,
2024-03,2024-06,기술보증기금,청년창업 스마트보증,12000,연 2.98%,보증서대출 이자만 납부 방식,서울,온라인 B2B 플랫폼,법인,4.7,700점대,50억원 이상,없음,없음,있음,,41,,,
2024-04,2024-06,경북신용보증재단,지자체 소상공인 이차보전 특례보증 상품,5000,연 3.43%,"분할상환, 거치 24개월",경북,전문 음식점업,개인,6.7,600점대,3천만원 미만,없음,없음,있음,재단,24,,,
2024-05,2024-06,중소벤처기업진흥공단,제조 스마트화 설비자금,13000,연 3.2%,거치식 원금균등분할,충북,물류·운송업,개인,4.8,700점대,10억~30억,없음,없음,없음,기보,48,,,
2024-06,2024-06,기술보증기금,기보 우수R&D 기술보증 대출,19500,연 2.89%,보증서대출 이자만 납부 방식,부산,2차전지 부품제조,법인,9.9,800점대,50억원 이상,없음,없음,있음,신보,52,,,
2024-07,2024-06,기술보증기금,청년창업 스마트보증,17000,연 3.35%,보증서대출 이자만 납부 방식,강원,로봇 자동화 설비,법인,2,900점대,10억~30억,없음,없음,있음,,34,,,
E66,2024-06,기술보증기금,기보 우수R&D 기술보증 대출,18500,연 3.32%,보증서대출 이자만 납부 방식,서울,로봇 자동화 설비,법인,5.8,800점대,10억~30억,없음,없음,있음,중진공,31,,,
2024-09,2024-06,신용보증기금,유망창업기업 Start-up 보증,18500,연 3.76%,보증서대출 이자만 납부 방식,인천,화장품 제조·수출,법인,13.6,700점대,10억~30억,없음,없음,없음,지자체 이차보전,42,,,
E35,2024-06,소상공인시장진흥공단,신용취약소상공인자금(소상공인 정책자금 직접대출),3000,연 3.82%,"거치식 원금균등분할, 납입주기 1개월",인천,온라인 이커머스,개인,2.1,700점대,1억 미만,없음,없음,없음,,24,,,
2024-01,2024-05,지역신용보증재단,보증부 대출,4000,연 3.87%,"분할상환, 거치 12개월",광주,생활용품 도소매,개인,8.1,900점대,5천만원 미만,없음,없음,없음,,29,,,
2024-02,2024-05,경기신용보증재단,보증부 대출,4500,연 2.67%,"분할상환, 거치 24개월",경기,온라인 이커머스,개인,4.6,600점대,1억 미만,없음,없음,없음,,26,,,
2024-03,2024-05,중소벤처기업진흥공단,신성장기반자금,10500,연 2.93%,"분할상환, 거치 12개월",경기,가공식품 유통,개인,4.1,900점대,10억~30억,없음,없음,없음,기보,61,,,
2024-04,2024-05,소상공인시장진흥공단,신용취약소상공인자금(소상공인 정책자금 직접대출),1500,연 4.38%,거치식 원금균등분할(48개월),서울,생활용품 도소매,개인,4.3,600점대,3천만원 미만,없음,없음,없음,재단,35,,,
E7,2024-05,중소벤처기업진흥공단,제조 스마트화 설비자금,14000,연 2.58%,"거치식 원금균등분할, 납입주기 1개월",경기,로봇 자동화 설비,법인,5,800점대,5억~10억,없음,없음,없음,,50,,,
2024-06,2024-05,기술보증기금,청년창업 스마트보증,23000,연 2.83%,보증서대출 이자만 납부 방식,경기,소프트웨어 개발,개인,3.2,900점대,50억원 이상,없음,없음,없음,중진공,50,,,
2024-07,2024-05,소상공인시장진흥공단,혁신성장촉진자금(운전),2000,연 4.98%,거치식 원금균등분할(48개월),서울,도소매업,개인,2.9,800점대,1억~3억원,없음,없음,없음,,20,,,
2024-08,2024-05,신용보증기금,유망창업기업 Start-up 보증,17000,연 3.85%,보증서대출 이자만 납부 방식,서울,전자기기 제조,개인,8.8,900점대,5억~10억,없음,없음,있음,,32,,,
2024-09,2024-05,대전신용보증재단,대전 소상공인 특례보증 대출,3000,연 2.68%,"분할상환, 거치 12개월",대전,온라인 이커머스,개인,2.4,700점대,1억 미만,없음,없음,없음,,30,,,
2024-10,2024-05,중소벤처기업진흥공단,제조 스마트화 설비자금,11500,연 3.46%,"거치식 원금균등분할, 납입주기 1개월",전북,정밀기계 제조업,법인,1.4,800점대,10억~30억,없음,없음,없음,기보,57,,,
2024-01,2024-04,지역신용보증재단,대전 소상공인 특례보증 대출,5000,연 3.82%,"분할상환, 거치 24개월",대전,온라인 이커머스,개인,9.8,700점대,1억 미만,재창업,없음,없음,,24,,,
2024-02,2024-04,기술보증기금,기보 보증부 대출,26000,연 3.49%,보증서대출 이자만 납부 방식,전북,온라인 B2B 플랫폼,법인,9.2,700점대,10억~30억,없음,없음,있음,신보,51,,,
2024-03,2024-04,충남신용보증재단,지자체 소상공인 이차보전 특례보증 상품,5000,연 3.31%,"분할상환, 거치 12개월",충남,도소매업,개인,7.2,800점대,1억~3억원,없음,없음,없음,,23,,,
2024-04,2024-04,중소벤처기업진흥공단,혁신창업사업화자금,11500,연 2.55%,"거치식 원금균등분할, 납입주기 1개월",경기,정밀기계 제조업,개인,7.8,700점대,5억~10억,없음,없음,없음,기보,61,,,
2024-05,2024-04,부산신용보증재단,지자체 소상공인 이차보전 특례보증 상품,3500,연 3.72%,"분할상환, 거치 12개월",부산,카페·베이커리,개인,6.3,700점대,1억~3억원,없음,없음,없음,,22,,,
2024-06,2024-04,소상공인시장진흥공단,혁신성장촉진자금(운전),1000,연 3.52%,"분할상환, 거치 24개월",서울,뷰티 서비스업,개인,1.2,700점대,5천만원 미만,없음,없음,있음,재단,32,,,
2024-07,2024-04,소상공인시장진흥공단,신용취약소상공인자금(소상공인 정책자금 직접대출),1500,연 4.79%,거치식 원금균등분할(48개월),경기,카페·베이커리,개인,2,700점대,1억 미만,없음,없음,있음,재단,30,,,
2024-08,2024-04,중소벤처기업진흥공단,신성장기반자금,11500,연 3.43%,"거치 24개월, 분할상환",서울,화장품 제조·수출,개인,9.4,900점대,10억~30억,없음,없음,없음,,60,,,
2024-09,2024-04,신용보증기금,유망창업기업 Start-up 보증,21000,연 3.3%,보증서대출 이자만 납부 방식,서울,물류·운송업,법인,12.2,700점대,50억원 이상,재창업,없음,있음,지자체 이차보전,35,,,
2024-10,2024-04,충남신용보증재단,충남 소상공인 특례보증 대출,5500,연 3.3%,"분할상환, 거치 12개월",충남,식품 제조·가공업,개인,8.3,600점대,3천만원 미만,없음,없음,없음,재단,17,,,
E79,2024-03,소상공인시장진흥공단,재도전특별자금(창업),3000,연 4.17%,거치식 원금균등분할(48개월),경북,카페·베이커리,개인,2.1,800점대,1억 미만,재창업,없음,없음,,45,,,
2024-02,2024-03,소상공인시장진흥공단,재도전특별자금(창업),4000,연 3.64%,"거치식 원금균등분할, 납입주기 1개월",경북,카페·베이커리,개인,1,800점대,3천만원 미만,재창업,없음,있음,재단,41,,,
2024-03,2024-03,신용보증기금,스케일업 보증부 대출,24500,연 3.84%,보증서대출 이자만 납부 방식,서울,화장품 제조·수출,법인,4,800점대,30억~50억,없음,없음,있음,,29,,,
2024-04,2024-03,신용보증기금,신보 보증부 대출 (일반성장),23000,연 3.84%,보증서대출 이자만 납부 방식,서울,섬유·의류 제조업,법인,7.9,800점대,50억원 이상,없음,없음,있음,,49,,,
2024-05,2024-03,기술보증기금,기보 우수R&D 기술보증 대출,27000,연 2.84%,보증서대출 이자만 납부 방식,대구,2차전지 부품제조,법인,8.5,800점대,50억원 이상,없음,없음,없음,,39,,,
2024-06,2024-03,중소벤처기업진흥공단,제조 스마트화 설비자금,20500,연 2.66%,"거치 24개월, 분할상환",대구,의료기기 제조업,개인,4.5,900점대,5억~10억,없음,없음,있음,신보,56,,,
2024-07,2024-03,소상공인시장진흥공단,혁신성장촉진자금(운전),4000,연 5.03%,거치식 원금균등분할(48개월),충북,교육 서비스업,개인,0.8,600점대,1억~3억원,재창업,없음,없음,재단,36,,,
2024-08,2024-03,소상공인시장진흥공단,재도전특별자금(창업),1500,연 3.89%,거치식 원금균등분할(48개월),전남,뷰티 서비스업,개인,1.1,600점대,3천만원 미만,없음,없음,있음,,18,,,
2024-09,2024-03,기술보증기금,청년창업 스마트보증,20500,연 3.09%,보증서대출 이자만 납부 방식,인천,핀테크 플랫폼,법인,3.3,900점대,10억~30억,없음,없음,있음,신보,45,,,
2024-10,2024-03,중소벤처기업진흥공단,투융자복합금융자금,17000,연 3.31%,거치식 원금균등분할,인천,전자기기 제조,개인,3.8,700점대,10억~30억,없음,없음,없음,신보,61,,,
2024-01,2024-02,경남신용보증재단,경남 소상공인 특례보증 대출,4500,연 3.04%,"분할상환, 거치 24개월",경남,뷰티 서비스업,개인,5,600점대,5천만원 미만,없음,없음,있음,,14,,,
2024-02,2024-02,기술보증기금,기보 우수R&D 기술보증 대출,14000,연 3.51%,보증서대출 이자만 납부 방식,경남,소프트웨어 개발,법인,12.6,900점대,30억~50억,없음,없음,있음,,47,,,
2024-03,2024-02,소상공인시장진흥공단,소공인특화자금,1500,연 4.14%,"분할상환, 거치 24개월",경북,건설·인테리어,개인,4.5,800점대,1억 미만,재창업,없음,없음,,39,,,
2024-04,2024-02,기술보증기금,벤처·이노비즈 특례보증,27500,연 3.35%,보증서대출 이자만 납부 방식,대구,소프트웨어 개발,법인,4.1,900점대,50억원 이상,없음,없음,있음,,41,,,
2024-05,2024-02,광주신용보증재단,광주 소상공인 특례보증 대출,3000,연 2.56%,"분할상환, 거치 24개월",광주,건설·인테리어,개인,5.3,800점대,1억~3억원,재창업,없음,없음,,11,,,
E42,2024-02,기술보증기금,기보 보증부 대출,18500,연 3.26%,보증서대출 이자만 납부 방식,충북,AI 솔루션,법인,10.5,800점대,50억원 이상,없음,없음,있음,신보,42,,,
E29,2024-02,중소벤처기업진흥공단,투융자복합금융자금,20500,연 3.29%,"분할상환, 거치 12개월",경기,화장품 제조·수출,개인,8.9,800점대,3억~5억,없음,없음,있음,,51,,,
2024-08,2024-02,신용보증기금,수출중소기업 특례보증,12000,연 3.43%,보증서대출 이자만 납부 방식,인천,바이오 소재,법인,10.6,800점대,30억~50억,없음,없음,없음,,43,,,
2024-09,2024-02,기술보증기금,청년창업 스마트보증,12000,연 2.99%,보증서대출 이자만 납부 방식,서울,반도체 장비 제조,법인,4.1,900점대,50억원 이상,없음,없음,있음,중진공,31,,,
2024-10,2024-02,소상공인시장진흥공단,소공인특화자금,1000,연 5.04%,"분할상환, 거치 24개월",경북,뷰티 서비스업,개인,4.7,600점대,1억~3억원,없음,없음,없음,재단,28,,,
2024-01,2024-01,중소벤처기업진흥공단,신성장기반자금,12000,연 3.22%,"분할상환, 거치 12개월",서울,바이오 소재,법인,6.4,700점대,3억~5억,없음,없음,없음,,39,,,
2024-02,2024-01,신용보증기금,스케일업 보증부 대출,11500,연 3.64%,보증서대출 이자만 납부 방식,경기,물류·운송업,법인,10,700점대,5억~10억,없음,없음,없음,기보,47,,,
2024-03,2024-01,기술보증기금,청년창업 스마트보증,25000,연 3.14%,보증서대출 이자만 납부 방식,대전,정밀기계 제조업,법인,7.6,800점대,30억~50억,없음,없음,없음,,43,,,
2024-04,2024-01,중소벤처기업진흥공단,신성장기반자금,15500,연 3.1%,"거치 24개월, 분할상환",충남,금속 가공업,법인,2.7,900점대,10억~30억,없음,없음,있음,,51,,,
2024-05,2024-01,대전신용보증재단,대전 소상공인 특례보증 대출,3500,연 2.66%,"분할상환, 거치 24개월",대전,온라인 이커머스,개인,6.6,800점대,1억 미만,없음,없음,없음,,29,,,
2024-06,2024-01,부산신용보증재단,부산 소상공인 특례보증 대출,2500,연 3.06%,"분할상환, 거치 24개월",부산,식품 제조·가공업,개인,5,800점대,1억 미만,없음,없음,없음,소진공,13,,,
2024-07,2024-01,중소벤처기업진흥공단,신성장기반자금,13000,연 3.01%,"거치 24개월, 분할상환",경기,섬유·의류 제조업,개인,6,900점대,10억~30억,없음,없음,있음,기보,47,,,
E1,2024-01,대전신용보증재단,대전 소상공인 특례보증 대출,2000,연 2.6%,"분할상환, 거치 24개월",대전,건설·인테리어,개인,3.9,600점대,1억~3억원,재창업,없음,없음,,15,,,
2024-09,2024-01,중소벤처기업진흥공단,신성장기반자금,13000,연 2.53%,"분할상환, 거치 12개월",충남,화장품 제조·수출,법인,7.3,900점대,3억~5억,없음,없음,있음,신보,42,,,
2024-10,2024-01,소상공인시장진흥공단,신용취약소상공인자금(소상공인 정책자금 직접대출),3500,연 4.12%,"거치식 원금균등분할, 납입주기 1개월",서울,온라인 이커머스,개인,2.1,600점대,3천만원 미만,재창업,없음,있음,,36,,,
2023-01,2023-12,광주신용보증재단,보증부 대출,4000,연 3.36%,"분할상환, 거치 24개월",광주,뷰티 서비스업,개인,2,600점대,3천만원 미만,없음,없음,없음,,13,,,
2023-02,2023-12,소상공인시장진흥공단,혁신성장촉진자금(운전),3500,연 5.19%,"분할상환, 거치 24개월",서울,생활용품 도소매,개인,3.9,700점대,1억~3억원,없음,없음,있음,,21,,,
2023-03,2023-12,신용보증기금,수출중소기업 특례보증,14000,연 3.82%,보증서대출 이자만 납부 방식,충남,정밀기계 제조업,법인,8.7,700점대,30억~50억,없음,없음,없음,,40,,,
2023-04,2023-12,지역신용보증재단,보증부 대출,3500,연 3.03%,"분할상환, 거치 24개월",광주,뷰티 서비스업,개인,2.1,700점대,1억~3억원,없음,없음,있음,소진공,17,,,
2023-05,2023-12,신용보증기금,수출중소기업 특례보증,14000,연 3.85%,보증서대출 이자만 납부 방식,경기,건축자재 도소매,개인,3.4,700점대,50억원 이상,없음,없음,있음,,39,,,
2023-06,2023-12,중소벤처기업진흥공단,투융자복합금융자금,12000,연 3.48%,"거치식 원금균등분할, 납입주기 1개월",경남,금속 가공업,개인,3,900점대,3억~5억,없음,없음,있음,,50,,,
E5,2023-12,중소벤처기업진흥공단,제조 스마트화 설비자금,19500,연 3.48%,거치식 원금균등분할,경기,가공식품 유통,법인,3.8,700점대,3억~5억,없음,없음,있음,,53,,,
2023-08,2023-12,신용보증기금,유망창업기업 Start-up 보증,12000,연 3.59%,보증서대출 이자만 납부 방식,경기,가공식품 유통,개인,14.5,800점대,30억~50억,없음,없음,없음,,34,,,
2023-09,2023-12,경남신용보증재단,경남 소상공인 특례보증 대출,4500,연 2.77%,"분할상환, 거치 24개월",경남,교육 서비스업,개인,9.8,700점대,3천만원 미만,없음,없음,없음,소진공,27,,,
2023-10,2023-12,신용보증기금,수출중소기업 특례보증,11500,연 3.53%,보증서대출 이자만 납부 방식,서울,금속 가공업,개인,8.5,900점대,30억~50억,재창업,없음,없음,지자체 이차보전,45,,,
2023-01,2023-11,기술보증기금,기보 우수R&D 기술보증 대출,16500,연 2.85%,보증서대출 이자만 납부 방식,경북,친환경 패키징 제조,법인,10.2,800점대,50억원 이상,없음,없음,없음,신보,41,,,
2023-02,2023-11,중소벤처기업진흥공단,투융자복합금융자금,8000,연 2.91%,"분할상환, 거치 12개월",경기,바이오 소재,법인,9.7,700점대,10억~30억,없음,없음,있음,신보,46,,,
2023-03,2023-11,중소벤처기업진흥공단,제조 스마트화 설비자금,18000,연 3.11%,"거치 24개월, 분할상환",경기,로봇 자동화 설비,법인,2.3,700점대,10억~30억,없음,없음,없음,,55,,,
2023-04,2023-11,중소벤처기업진흥공단,혁신창업사업화자금,12000,연 2.84%,"거치 24개월, 분할상환",울산,바이오 소재,개인,3.6,800점대,10억~30억,없음,없음,없음,신보,63,,,
2023-05,2023-11,소상공인시장진흥공단,혁신성장촉진자금(운전),4000,연 5.19%,"분할상환, 거치 24개월",부산,온라인 이커머스,개인,1,600점대,5천만원 미만,재창업,없음,없음,,27,,,
2023-06,2023-11,기술보증기금,기보 우수R&D 기술보증 대출,24500,연 3.24%,보증서대출 이자만 납부 방식,경기,정밀기계 제조업,법인,8.8,700점대,10억~30억,없음,없음,없음,중진공,32,,,
2023-07,2023-11,소상공인시장진흥공단,혁신성장촉진자금(운전),2000,연 4.79%,거치식 원금균등분할(48개월),서울,생활용품 도소매,개인,3.2,600점대,5천만원 미만,재창업,없음,있음,,34,,,
2023-08,2023-11,중소벤처기업진흥공단,투융자복합금융자금,11500,연 3.47%,"거치식 원금균등분할, 납입주기 1개월",서울,가공식품 유통,법인,6.3,800점대,10억~30억,없음,없음,없음,신보,64,,,
2023-09,2023-11,중소벤처기업진흥공단,혁신창업사업화자금,15500,연 2.87%,"거치식 원금균등분할, 납입주기 1개월",부산,친환경 패키징 제조,개인,1.1,900점대,3억~5억,없음,없음,없음,신보,50,,,
2023-10,2023-11,대전신용보증재단,대전 소상공인 특례보증 대출,1500,연 3.65%,"분할상환, 거치 24개월",대전,뷰티 서비스업,개인,6.1,600점대,1억 미만,없음,없음,없음,재단,22,,,
2023-01,2023-10,경북신용보증재단,경북 소상공인 특례보증 대출,3500,연 2.62%,"분할상환, 거치 12개월",경북,건설·인테리어,개인,5.3,800점대,1억 미만,없음,없음,없음,재단,16,,,
2023-02,2023-10,기술보증기금,기보 보증부 대출,14500,연 3.31%,보증서대출 이자만 납부 방식,경기,AI 솔루션,법인,11.1,800점대,10억~30억,없음,없음,없음,,34,,,
2023-03,2023-10,중소벤처기업진흥공단,신성장기반자금,15500,연 2.77%,"거치 24개월, 분할상환",경기,가공식품 유통,법인,1.1,700점대,3억~5억,없음,없음,있음,,41,,,
2023-04,2023-10,신용보증기금,스케일업 보증부 대출,17000,연 3.52%,보증서대출 이자만 납부 방식,서울,전자기기 제조,개인,3,700점대,5억~10억,없음,없음,없음,,45,,,
2023-05,2023-10,기술보증기금,기보 보증부 대출,22000,연 3.46%,보증서대출 이자만 납부 방식,경북,2차전지 부품제조,법인,11.3,800점대,30억~50억,없음,없음,있음,,36,,,
2023-06,2023-10,경기신용보증재단,보증부 대출,4000,연 3.52%,"분할상환, 거치 24개월",경기,뷰티 서비스업,개인,9.4,700점대,3천만원 미만,없음,없음,있음,,25,,,
2023-07,2023-10,기술보증기금,기보 우수R&D 기술보증 대출,17000,연 3.58%,보증서대출 이자만 납부 방식,경기,의료기기 제조업,법인,6.2,700점대,30억~50억,없음,없음,있음,,55,,,
2023-08,2023-10,소상공인시장진흥공단,소공인특화자금,1500,연 4.15%,"분할상환, 거치 24개월",경기,카페·베이커리,개인,1.4,700점대,3천만원 미만,없음,없음,있음,,36,,,
2023-09,2023-10,서울신용보증재단,보증부 대출,3000,연 2.98%,"분할상환, 거치 24개월",서울,식품 제조·가공업,개인,7.9,800점대,1억~3억원,없음,없음,있음,,22,,,
2023-10,2023-10,기술보증기금,기보 우수R&D 기술보증 대출,24500,연 3.37%,보증서대출 이자만 납부 방식,경기,소프트웨어 개발,법인,11.1,700점대,50억원 이상,없음,없음,있음,신보,40,,,
2023-01,2023-09,신용보증기금,수출중소기업 특례보증,10000,연 3.58%,보증서대출 이자만 납부 방식,경기,2차전지 부품제조,개인,5.4,800점대,50억원 이상,없음,없음,없음,기보,28,,,
2023-02,2023-09,신용보증기금,수출중소기업 특례보증,16500,연 3.75%,보증서대출 이자만 납부 방식,경기,친환경 패키징 제조,법인,12.6,700점대,50억원 이상,없음,없음,없음,지자체 이차보전,41,,,
2023-03,2023-09,기술보증기금,기보 우수R&D 기술보증 대출,13000,연 3.47%,보증서대출 이자만 납부 방식,전북,반도체 장비 제조,법인,2.4,700점대,30억~50억,없음,없음,있음,,31,,,
2023-04,2023-09,경기신용보증재단,지자체 소상공인 이차보전 특례보증 상품,1500,연 3.05%,"분할상환, 거치 24개월",경기,카페·베이커리,개인,0.4,700점대,1억~3억원,없음,없음,없음,,21,,,
2023-05,2023-09,소상공인시장진흥공단,소공인특화자금,1000,연 4.94%,"거치식 원금균등분할, 납입주기 1개월",강원,뷰티 서비스업,개인,2.7,800점대,3천만원 미만,없음,없음,있음,재단,20,,,
2023-06,2023-09,신용보증기금,스케일업 보증부 대출,13000,연 3.27%,보증서대출 이자만 납부 방식,부산,친환경 패키징 제조,개인,10.1,700점대,50억원 이상,없음,없음,없음,,50,,,
2023-07,2023-09,소상공인시장진흥공단,재도전특별자금(창업),4000,연 4.2%,거치식 원금균등분할(48개월),인천,도소매업,개인,3.4,800점대,1억~3억원,없음,없음,없음,,37,,,
2023-08,2023-09,중소벤처기업진흥공단,투융자복합금융자금,13000,연 2.88%,거치식 원금균등분할,경남,금속 가공업,법인,3.3,800점대,5억~10억,없음,없음,없음,,58,,,
2023-09,2023-09,신용보증기금,신보 보증부 대출 (일반성장),21000,연 3.22%,보증서대출 이자만 납부 방식,서울,섬유·의류 제조업,개인,14.8,700점대,30억~50억,없음,없음,없음,기보,31,,,
2023-10,2023-09,신용보증기금,수출중소기업 특례보증,14500,연 3.43%,보증서대출 이자만 납부 방식,경기,의료기기 제조업,개인,5.3,800점대,5억~10억,재창업,없음,있음,,38,,,
